age,income,tenure_years,avg_balance,digital_engagement_score,spend_to_income,emi_to_income,utilization_ratio,txn_activity_score,total_investments,risk_score,product_count
1.2991532296651678,0.4878066156416468,0.8758283157836363,0.19120788586609677,-1.0698985889419277,-0.8854951970150795,-0.6429885371821576,1.65560407376965,-1.1341616653558362,-0.7172560291442841,0.9729961129156846,-0.5735013975178714
1.6177683687614688,0.4878066156416468,-0.5606426456601737,1.020116550726046,0.42856583170489293,-0.7760532324328637,-0.5097158088583006,-0.04669456758030241,1.6479192799160438,0.14783641509945994,-0.5429677088173998,1.7452374064627414
-0.2939224658163376,-1.0389746539722713,0.15759283506173127,0.769742616009758,-0.23241095534733888,2.1005840553271735,2.970176269622799,1.3770461142760213,0.6229420895527196,-0.7172560291442841,0.9729961129156846,0.5858680044724349
0.10434645805403878,-0.6572793365687917,-0.38108377547969746,1.3605898226379494,-0.38263295240466394,0.167990692421567,-0.6429885371821576,-0.9752210992257309,0.7693674024617659,-0.7172560291442841,-0.5429677088173998,-1.7328707995081778
0.10434645805403878,0.4878066156416468,-1.458436996562555,0.20938563727538304,-0.13852220718651026,-0.8335976740428284,-0.20560183347619776,-0.32525252707393093,0.6229420895527196,0.6765533030690523,-0.5429677088173998,1.7452374064627414
0.10434645805403878,0.4878066156416468,-0.74020151584065,1.68656748392364,0.5487434293507537,-0.8747353300253428,-0.6429885371821576,1.9032111488750978,1.2086433411889048,-0.7172560291442841,0.9729961129156846,-0.5735013975178714
-1.648036806975617,-0.6572793365687917,-1.6379958667430312,0.25193502171542337,-1.6970754266562607,0.5032273575122261,1.5264469715661237,-0.9752210992257309,0.4765167766436733,-0.7172560291442841,-0.5429677088173998,-0.5735013975178714
-0.8514989592348644,-0.2755840191653122,0.3371517052422075,-0.08040546176796326,0.8642096231711366,-0.5649646571772424,-0.06599222267526925,-0.17049810513302616,0.6229420895527196,-0.7172560291442841,-0.5429677088173998,0.5858680044724349
0.18400024282811406,-0.6572793365687917,-0.02196603511874498,0.7309968495378509,-0.34507745314033267,0.3498287039684229,1.4628455146143595,-0.9752210992257309,0.1836661508255807,-0.7172560291442841,1.7309780237822268,-0.5735013975178714
0.4229615971503398,3.0324420649981767,0.8758283157836363,-0.16986522522127992,0.2295216856039363,-1.2814635387811029,-0.6429885371821576,-0.9752210992257309,0.1836661508255807,-0.7172560291442841,-0.5429677088173998,-1.7328707995081778
1.697422153535544,-0.2755840191653122,-1.2788781263820788,0.8768380298414277,0.07178858869374517,-0.4687740054167878,1.3523785181325176,1.4698987674405644,0.9157927153708122,0.5185491073817856,0.9729961129156846,1.7452374064627414
1.1398456601170173,-0.2755840191653122,-0.20152490529922124,-0.4226270595139475,1.4575865115475715,-0.46516934295879775,-0.6429885371821576,-0.9752210992257309,1.79434459282509,-0.7172560291442841,-0.5429677088173998,-1.7328707995081778
1.2991532296651678,-1.0389746539722713,0.6962694456031601,0.2644164387761821,-0.39765515211039637,1.9947851888912231,-0.6429885371821576,1.65560407376965,0.4765167766436733,1.3388251342437205,0.9729961129156846,0.5858680044724349
-1.0904603135570903,-1.0389746539722713,-1.458436996562555,-0.39688262518077244,-1.0849207886476602,1.9983254717559218,0.6838208986230393,-0.32525252707393093,0.4765167766436733,-0.7172560291442841,-0.5429677088173998,0.5858680044724349
-0.2142686810422623,-0.6572793365687917,-0.5606426456601737,1.4004408860122428,0.007944239944382064,0.40740962634497424,-0.6429885371821576,1.8722602644869168,0.03724083791653437,-0.7172560291442841,0.9729961129156846,-0.5735013975178714
1.697422153535544,-0.2755840191653122,0.8758283157836363,-0.28344275621082443,0.19196618633960535,-0.21196521218407638,0.8107854382492974,1.129439039170574,1.355068654097951,0.5917598336197555,-0.5429677088173998,1.7452374064627414
0.9805380905688668,1.505660795384259,-1.0993192562016025,0.46798365016105603,-0.2211443055680395,-1.1499882496921945,-0.6429885371821576,-0.9752210992257309,0.4765167766436733,2.0172161628513376,-0.5429677088173998,-0.5735013975178714
1.378807014439243,0.4878066156416468,-0.74020151584065,-1.3812757220948324,1.0219427200813278,-0.8081499668658781,-0.6429885371821576,-0.9752210992257309,0.1836661508255807,1.2527695352415082,-0.5429677088173998,-0.5735013975178714
1.5381145839873935,-0.2755840191653122,1.414504926325065,-0.9269135884436501,0.8416763236125372,-0.4902732422197997,-0.6429885371821576,-0.9752210992257309,0.6229420895527196,1.1172312455961366,-0.5429677088173998,-0.5735013975178714
0.2636540276021893,-0.2755840191653122,-0.02196603511874498,-1.4548428872937471,0.4435880314106251,-0.30602583612844597,-0.6429885371821576,-0.9752210992257309,-0.40203510081060456,-0.7172560291442841,-0.5429677088173998,-1.7328707995081778
